episode,score,avg_score,steps  taken
266,3800.0,3515.0,110994
267,3800.0,3517.0,111415
268,3800.0,3519.0,111836
269,2800.0,3511.0,112194
270,3800.0,3513.0,112615
271,3800.0,3515.0,113036
272,3800.0,3517.0,113457
273,3800.0,3519.0,113878
274,3800.0,3521.0,114305
275,3800.0,3523.0,114732
276,2600.0,3525.0,115083
277,3800.0,3531.0,115510
278,3200.0,3527.0,115938
279,3800.0,3529.0,116359
280,3800.0,3531.0,116786
281,3800.0,3533.0,117207
282,3800.0,3535.0,117628
283,3800.0,3541.0,118049
284,3800.0,3554.0,118470
285,3800.0,3556.0,118891
286,1400.0,3534.0,119268
287,3800.0,3536.0,119695
288,3800.0,3538.0,120116
289,3800.0,3540.0,120543
290,3800.0,3540.0,120964
291,3800.0,3574.0,121391
292,3800.0,3574.0,121812
293,3800.0,3574.0,122233
294,2200.0,3558.0,122654
295,3800.0,3558.0,123075
296,3800.0,3558.0,123502
297,3800.0,3558.0,123929
298,3800.0,3558.0,124350
299,3800.0,3558.0,124777
300,3800.0,3558.0,125204
301,3800.0,3558.0,125625
302,3800.0,3558.0,126046
303,3800.0,3582.0,126473
304,3800.0,3591.0,126894
305,2000.0,3573.0,127223
306,3800.0,3573.0,127650
307,3800.0,3573.0,128077
308,3800.0,3573.0,128498
309,3800.0,3573.0,128925
310,3800.0,3601.0,129352
311,3800.0,3601.0,129773
312,3800.0,3601.0,130194
313,3800.0,3601.0,130621
314,3800.0,3601.0,131048
315,3800.0,3601.0,131475
316,3800.0,3601.0,131896
317,2600.0,3589.0,132268
318,3800.0,3589.0,132689
319,3800.0,3589.0,133116
320,3800.0,3589.0,133537
321,3600.0,3587.0,133967
322,3800.0,3593.0,134394
323,3800.0,3599.0,134821
324,3800.0,3599.0,135248
325,3800.0,3599.0,135675
326,3000.0,3591.0,136080
327,3800.0,3591.0,136507
328,3800.0,3591.0,136934
329,3800.0,3591.0,137355
330,3800.0,3591.0,137782
331,3800.0,3591.0,138209
332,3800.0,3591.0,138636
333,3600.0,3601.0,139061
334,3800.0,3601.0,139482
335,3800.0,3601.0,139903
336,3800.0,3601.0,140324
337,3800.0,3601.0,140745
338,3800.0,3601.0,141172
339,3800.0,3601.0,141593
340,3800.0,3601.0,142014
341,3800.0,3601.0,142441
342,3800.0,3601.0,142862
343,3000.0,3593.0,143232
344,4400.0,3602.0,143792
345,4400.0,3626.0,144352
346,4400.0,3632.0,144912
347,4400.0,3654.0,145472
348,4400.0,3686.0,146032
349,4400.0,3692.0,146592
350,4400.0,3698.0,147152
351,4400.0,3704.0,147712
352,4400.0,3710.0,148272
353,4000.0,3712.0,148826
354,4400.0,3718.0,149386
355,4400.0,3724.0,149946
356,4400.0,3730.0,150506
357,4400.0,3736.0,151066
358,4400.0,3747.0,151626
359,4400.0,3753.0,152186
360,4400.0,3759.0,152746
361,4400.0,3773.0,153306
362,4400.0,3780.0,153866
363,4400.0,3786.0,154426
364,4400.0,3792.0,154986
365,4400.0,3810.0,155546
366,3400.0,3806.0,155970
367,4400.0,3812.0,156530
368,4400.0,3818.0,157090
369,3000.0,3820.0,157495
370,4400.0,3826.0,158055
371,4400.0,3832.0,158615
372,2400.0,3818.0,159040
373,4300.0,3823.0,159527
374,4400.0,3829.0,160087
375,4400.0,3835.0,160647
376,4100.0,3850.0,161135
377,4400.0,3856.0,161695
378,4400.0,3868.0,162255
379,4400.0,3874.0,162815
380,4400.0,3880.0,163375
381,3600.0,3878.0,163851
382,4400.0,3884.0,164411
383,4400.0,3890.0,164971
384,4400.0,3896.0,165531
385,2200.0,3880.0,165936
386,4400.0,3910.0,166496
387,4400.0,3916.0,167056
388,3500.0,3913.0,167531
389,4400.0,3919.0,168091
390,4400.0,3925.0,168651
391,4400.0,3931.0,169211
392,4400.0,3937.0,169771
393,4400.0,3943.0,170331
394,4400.0,3965.0,170891
395,3000.0,3957.0,171325
396,4400.0,3963.0,171885
397,4400.0,3969.0,172445
398,4400.0,3975.0,173005
399,4400.0,3981.0,173565
400,4400.0,3987.0,174125
401,4400.0,3993.0,174685
402,4400.0,3999.0,175245
403,4400.0,4005.0,175805
404,4400.0,4011.0,176365
405,4400.0,4035.0,176925
406,4400.0,4041.0,177485
407,2400.0,4027.0,177912
408,2000.0,4009.0,178323
409,4400.0,4015.0,178883
410,4400.0,4021.0,179443
411,3600.0,4019.0,179861
412,4400.0,4025.0,180421
413,4400.0,4031.0,180981
414,4400.0,4037.0,181541
415,4400.0,4043.0,182101
416,4400.0,4049.0,182661
417,4400.0,4067.0,183221
418,4400.0,4073.0,183781
419,4400.0,4079.0,184341
420,2800.0,4069.0,184776
421,4400.0,4077.0,185336
422,4400.0,4083.0,185896
423,1200.0,4057.0,186271
424,4400.0,4063.0,186831
425,4400.0,4069.0,187391
426,2200.0,4061.0,187812
427,4400.0,4067.0,188372
428,4400.0,4073.0,188932
429,4400.0,4079.0,189492
430,2200.0,4063.0,189910
431,2900.0,4054.0,190348
432,4400.0,4060.0,190908
433,4400.0,4068.0,191468
434,4400.0,4074.0,192028
435,2800.0,4064.0,192443
436,3800.0,4064.0,192992
437,4400.0,4070.0,193552
438,2000.0,4052.0,193965
439,4400.0,4058.0,194525
440,4400.0,4064.0,195085
441,4400.0,4070.0,195645
442,4400.0,4076.0,196205
443,2600.0,4072.0,196568
444,4400.0,4072.0,197128
445,3400.0,4062.0,197550
446,4400.0,4062.0,198110
447,2800.0,4046.0,198518
448,4400.0,4046.0,199078
449,4400.0,4046.0,199638
450,4400.0,4046.0,200198
451,4400.0,4046.0,200758
452,1400.0,4016.0,201170
453,4400.0,4020.0,201730
454,4400.0,4020.0,202290
455,2000.0,3996.0,202704
456,4400.0,3996.0,203264
457,4400.0,3996.0,203824
458,4400.0,3996.0,204384
459,4400.0,3996.0,204944
460,4400.0,3996.0,205504
461,4400.0,3996.0,206064
462,4400.0,3996.0,206624
463,2000.0,3972.0,207055
464,3000.0,3958.0,207490
465,4400.0,3958.0,208050
466,4400.0,3968.0,208610
467,4400.0,3968.0,209170
468,4400.0,3968.0,209730
469,4400.0,3982.0,210290
470,4400.0,3982.0,210850
471,4400.0,3982.0,211410
472,4400.0,4002.0,211970
473,4400.0,4003.0,212530
474,3400.0,3993.0,213084
475,4400.0,3993.0,213644
476,4400.0,3996.0,214204
477,4400.0,3996.0,214764
478,4400.0,3996.0,215324
479,4400.0,3996.0,215884
480,4400.0,3996.0,216444
481,4400.0,4004.0,217004
482,4400.0,4004.0,217564
483,4400.0,4004.0,218124
484,4400.0,4004.0,218684
485,2600.0,4008.0,219104
486,4400.0,4008.0,219664
487,3200.0,3996.0,220140
488,4400.0,4005.0,220700
489,4400.0,4005.0,221260
490,4400.0,4005.0,221820
491,4400.0,4005.0,222380
492,4400.0,4005.0,222940
493,4400.0,4005.0,223500
494,4400.0,4005.0,224060
495,3400.0,4009.0,224475
496,4400.0,4009.0,225035
497,4400.0,4009.0,225595
498,4400.0,4009.0,226155
499,4400.0,4009.0,226715
500,2300.0,3988.0,227099
501,4400.0,3988.0,227659
502,4400.0,3988.0,228219
503,4400.0,3988.0,228779
504,4400.0,3988.0,229339
505,4400.0,3988.0,229899
506,3600.0,3980.0,230447
507,4400.0,4000.0,231007
508,4400.0,4024.0,231567
509,4400.0,4024.0,232127
510,2400.0,4004.0,232546
511,4400.0,4012.0,233106
512,4400.0,4012.0,233666
513,4400.0,4012.0,234226
514,3800.0,4006.0,234780
515,2400.0,3986.0,235204
516,4400.0,3986.0,235764
517,4400.0,3986.0,236324
518,4400.0,3986.0,236884
519,4400.0,3986.0,237444
520,4400.0,4002.0,238004
521,4400.0,4002.0,238564
522,4400.0,4002.0,239124
523,3200.0,4022.0,239601
524,4400.0,4022.0,240161
525,4400.0,4022.0,240721
526,4400.0,4044.0,241281
527,4400.0,4044.0,241841
528,3300.0,4033.0,242282
529,4400.0,4033.0,242842
530,4400.0,4055.0,243402
531,4400.0,4070.0,243962
532,4400.0,4070.0,244522
533,3400.0,4060.0,244938
534,4400.0,4060.0,245498
535,1400.0,4046.0,245857
536,4400.0,4052.0,246417
537,2800.0,4036.0,246853
538,4400.0,4060.0,247413
539,4400.0,4060.0,247973
540,4400.0,4060.0,248533
541,4400.0,4060.0,249093
542,4400.0,4060.0,249653
543,4400.0,4078.0,250213
544,4400.0,4078.0,250773
545,4400.0,4088.0,251333
546,4400.0,4088.0,251893
547,4400.0,4104.0,252453
548,4400.0,4104.0,253013
549,4400.0,4104.0,253573
550,4400.0,4104.0,254133
551,4400.0,4104.0,254693
552,4400.0,4134.0,255253
553,4400.0,4134.0,255813
554,4400.0,4134.0,256373
555,4400.0,4158.0,256933
556,4400.0,4158.0,257493
557,2200.0,4136.0,257906
558,4400.0,4136.0,258466
559,4400.0,4136.0,259026
560,4400.0,4136.0,259586
561,4400.0,4136.0,260146
562,4400.0,4136.0,260706
563,4400.0,4160.0,261266
564,4400.0,4174.0,261826
565,4400.0,4174.0,262386
566,4400.0,4174.0,262946
567,4400.0,4174.0,263506
568,4400.0,4174.0,264066
569,4400.0,4174.0,264626
570,2600.0,4156.0,264978
571,4400.0,4156.0,265538
572,4400.0,4156.0,266098
573,4400.0,4156.0,266658
574,4400.0,4166.0,267218
575,4400.0,4166.0,267778
576,4400.0,4166.0,268338
577,4400.0,4166.0,268898
578,4400.0,4166.0,269458
579,4400.0,4166.0,270018
580,1400.0,4136.0,270359
581,3200.0,4124.0,270794
582,4400.0,4124.0,271354
583,4400.0,4124.0,271914
584,4400.0,4124.0,272474
585,4400.0,4142.0,273034
586,4400.0,4142.0,273594
587,4400.0,4154.0,274154
588,4400.0,4154.0,274714
589,4400.0,4154.0,275274
590,4400.0,4154.0,275834
591,3600.0,4146.0,276309
592,4400.0,4146.0,276869
593,4400.0,4146.0,277429
594,4400.0,4146.0,277989
595,4400.0,4156.0,278549
596,4400.0,4156.0,279109
597,4400.0,4156.0,279669
598,4400.0,4156.0,280229
599,1000.0,4122.0,280579
600,4400.0,4143.0,281139
601,4400.0,4143.0,281699
602,4400.0,4143.0,282259
603,2200.0,4121.0,282676
604,1600.0,4093.0,282976
605,4400.0,4093.0,283536
606,4400.0,4101.0,284096
607,4400.0,4101.0,284656
608,2600.0,4083.0,285012
609,4400.0,4083.0,285572
610,4400.0,4103.0,286132
611,4400.0,4103.0,286692
612,4400.0,4103.0,287252
613,3400.0,4093.0,287741
614,4400.0,4099.0,288301
615,4400.0,4119.0,288861
616,4400.0,4119.0,289421
617,4400.0,4119.0,289981
618,4400.0,4119.0,290541
619,4400.0,4119.0,291101
620,2600.0,4101.0,291518
621,4400.0,4101.0,292078
622,4400.0,4101.0,292638
623,3300.0,4102.0,293115
624,4400.0,4102.0,293675
625,4400.0,4102.0,294235
626,4400.0,4102.0,294795
627,4400.0,4102.0,295355
628,4400.0,4113.0,295915
629,4400.0,4113.0,296475
630,3700.0,4106.0,296954
631,3800.0,4100.0,297514
632,4400.0,4100.0,298074
633,4400.0,4110.0,298634
634,4400.0,4110.0,299194
635,2200.0,4118.0,299610
636,4400.0,4118.0,300170
637,4400.0,4134.0,300730
638,4400.0,4134.0,301290
639,4400.0,4134.0,301850
640,4400.0,4134.0,302410
641,4400.0,4134.0,302970
642,4400.0,4134.0,303530
643,4400.0,4134.0,304090
644,4400.0,4134.0,304650
645,4400.0,4134.0,305210
646,4400.0,4134.0,305770
647,4400.0,4134.0,306330
648,4400.0,4134.0,306890
649,4400.0,4134.0,307450
650,4400.0,4134.0,308010
651,3600.0,4126.0,308560
652,4400.0,4126.0,309120
653,4400.0,4126.0,309680
654,4400.0,4126.0,310240
655,4400.0,4126.0,310800
656,4400.0,4126.0,311360
657,2000.0,4124.0,311784
658,4400.0,4124.0,312344
659,4400.0,4124.0,312904
660,4400.0,4124.0,313464
661,4400.0,4124.0,314024
662,4400.0,4124.0,314584
663,4400.0,4124.0,315144
664,4400.0,4124.0,315704
665,4400.0,4124.0,316264
666,4400.0,4124.0,316824
667,4400.0,4124.0,317384
668,4400.0,4124.0,317944
669,3200.0,4112.0,318361
670,3600.0,4122.0,318918
671,4400.0,4122.0,319478
672,4000.0,4118.0,320056
673,4400.0,4118.0,320616
674,4400.0,4118.0,321176
675,4400.0,4118.0,321736
676,4400.0,4118.0,322296
677,4400.0,4118.0,322856
678,4400.0,4118.0,323403
679,4600.0,4120.0,323994
680,4600.0,4152.0,324542
681,3900.0,4159.0,325019
682,4600.0,4161.0,325610
683,3900.0,4156.0,326099
684,4600.0,4158.0,326647
685,4600.0,4160.0,327238
686,4600.0,4162.0,327829
687,4600.0,4164.0,328377
688,3700.0,4157.0,328862
689,4600.0,4159.0,329453
690,3700.0,4152.0,329933
691,4600.0,4162.0,330481
692,4600.0,4164.0,331029
693,2400.0,4144.0,331455
694,4600.0,4146.0,332003
695,4600.0,4148.0,332551
696,4600.0,4150.0,333099
697,4600.0,4152.0,333690
698,4600.0,4154.0,334281
699,4600.0,4190.0,334829
700,4600.0,4192.0,335420
701,4600.0,4194.0,336011
702,4600.0,4196.0,336602
703,4600.0,4220.0,337150
704,4600.0,4250.0,337698
705,4600.0,4252.0,338246
706,4400.0,4252.0,338793
707,4600.0,4254.0,339384
708,4600.0,4274.0,339975
709,4600.0,4276.0,340523
710,4600.0,4278.0,341071
711,4600.0,4280.0,341662
712,4600.0,4282.0,342252
713,2700.0,4275.0,342618
714,4600.0,4277.0,343208
715,4600.0,4279.0,343756
716,4600.0,4281.0,344304
717,4600.0,4283.0,344894
718,3700.0,4276.0,345382
719,4600.0,4278.0,345930
720,4600.0,4298.0,346478
721,3000.0,4284.0,346845
722,4600.0,4286.0,347436
723,4600.0,4299.0,347984
724,4600.0,4301.0,348532
725,4600.0,4303.0,349080
726,2400.0,4283.0,349499
727,4600.0,4285.0,350047
728,4600.0,4287.0,350637
729,4600.0,4289.0,351185
730,4600.0,4298.0,351776
731,4600.0,4306.0,352324
732,1400.0,4276.0,352679
733,4600.0,4278.0,353227
734,4600.0,4280.0,353775
735,4600.0,4304.0,354323
736,4600.0,4306.0,354871
737,4600.0,4308.0,355419
738,4600.0,4310.0,355967
739,4600.0,4312.0,356558
740,4600.0,4314.0,357149
741,4600.0,4316.0,357697
742,4600.0,4318.0,358245
743,4400.0,4318.0,358789
744,4600.0,4320.0,359380
745,4600.0,4322.0,359928
746,4600.0,4324.0,360518
747,1800.0,4298.0,360876
748,4600.0,4300.0,361424
749,4600.0,4302.0,361972
750,4600.0,4304.0,362562
751,4600.0,4314.0,363152
752,4600.0,4316.0,363742
753,4600.0,4318.0,364290
754,4600.0,4320.0,364880
755,4600.0,4322.0,365428
756,4600.0,4324.0,366018
757,3400.0,4338.0,366505
758,4600.0,4340.0,367095
759,4600.0,4342.0,367686
760,4600.0,4344.0,368276
761,4600.0,4346.0,368824
762,4600.0,4348.0,369415
763,2400.0,4328.0,369849
764,4600.0,4330.0,370439
765,4600.0,4332.0,371030
766,4600.0,4334.0,371620
767,4600.0,4336.0,372168
768,4600.0,4338.0,372758
769,4600.0,4352.0,373306
770,4600.0,4362.0,373854
771,4600.0,4364.0,374444
772,4600.0,4370.0,374992
773,4600.0,4372.0,375540
774,4600.0,4374.0,376088
775,2200.0,4352.0,376438
776,4600.0,4354.0,377028
777,4600.0,4356.0,377576
778,4600.0,4358.0,378124
779,4600.0,4358.0,378715
780,1400.0,4326.0,379071
781,4600.0,4333.0,379661
782,1700.0,4304.0,380053
783,3600.0,4301.0,380542
784,4600.0,4301.0,381133
785,4600.0,4301.0,381723
786,4600.0,4301.0,382270
787,4600.0,4301.0,382818
788,2200.0,4286.0,383227
789,4600.0,4286.0,383817
790,4600.0,4295.0,384364
791,4600.0,4295.0,384954
792,4600.0,4295.0,385545
793,4600.0,4317.0,386093
794,4600.0,4317.0,386683
795,2200.0,4293.0,387093
796,4600.0,4293.0,387641
797,4600.0,4293.0,388188
798,4600.0,4293.0,388735
799,4600.0,4293.0,389325
800,4600.0,4293.0,389872
801,4600.0,4293.0,390463
802,4600.0,4293.0,391010
803,4600.0,4293.0,391601
804,4600.0,4293.0,392148
805,4600.0,4293.0,392739
806,4600.0,4295.0,393287
807,4600.0,4295.0,393877
808,4600.0,4295.0,394425
809,2700.0,4276.0,394855
810,4600.0,4276.0,395445
811,4600.0,4276.0,395993
812,4600.0,4276.0,396540
813,400.0,4253.0,396896
814,2800.0,4235.0,397311
815,4600.0,4235.0,397902
816,4600.0,4235.0,398449
817,4600.0,4235.0,399040
818,4600.0,4244.0,399631
819,4600.0,4244.0,400179
820,4600.0,4244.0,400769
821,2400.0,4238.0,401121
822,4600.0,4238.0,401669
823,4600.0,4238.0,402259
824,4600.0,4238.0,402850
825,4600.0,4238.0,403441
826,4600.0,4260.0,404032
827,4600.0,4260.0,404623
828,4600.0,4260.0,405213
829,4600.0,4260.0,405803
830,4600.0,4260.0,406351
831,4600.0,4260.0,406941
832,4600.0,4292.0,407532
833,4600.0,4292.0,408080
834,4600.0,4292.0,408670
835,4600.0,4292.0,409217
836,4600.0,4292.0,409764
837,4600.0,4292.0,410312
838,4600.0,4292.0,410903
839,2400.0,4270.0,411261
840,4600.0,4270.0,411851
841,4600.0,4270.0,412398
842,4600.0,4270.0,412989
843,3300.0,4259.0,413465
844,4600.0,4259.0,414055
845,4600.0,4259.0,414646
846,4600.0,4259.0,415236
847,4600.0,4287.0,415827
848,2200.0,4263.0,416192
849,4600.0,4263.0,416782
850,4600.0,4263.0,417329
851,4600.0,4263.0,417877
852,4600.0,4263.0,418468
853,4600.0,4263.0,419058
854,4600.0,4263.0,419649
855,4600.0,4263.0,420239
856,4600.0,4263.0,420787
857,4600.0,4275.0,421378
858,4600.0,4275.0,421968
859,4600.0,4275.0,422559
860,4600.0,4275.0,423107
861,3700.0,4266.0,423581
862,4600.0,4266.0,424128
863,2600.0,4268.0,424510
864,4600.0,4268.0,425100
865,3000.0,4252.0,425532
866,4600.0,4252.0,426122
867,3200.0,4238.0,426560
868,4600.0,4238.0,427108
869,4600.0,4238.0,427699
870,2800.0,4220.0,428124
871,4400.0,4218.0,428658
872,4600.0,4218.0,429205
873,4600.0,4218.0,429796
874,3500.0,4207.0,430280
875,4600.0,4231.0,430828
876,4600.0,4231.0,431418
877,4600.0,4231.0,431965
878,2600.0,4211.0,432385
879,3300.0,4198.0,432826
880,4600.0,4230.0,433373
881,4600.0,4230.0,433964
882,4600.0,4259.0,434555
883,4600.0,4269.0,435145
884,4600.0,4269.0,435736
885,2800.0,4251.0,436157
886,4600.0,4251.0,436747
887,4600.0,4251.0,437295
888,2600.0,4255.0,437713
889,4600.0,4255.0,438261
890,4600.0,4255.0,438809
891,4600.0,4255.0,439356
892,4600.0,4255.0,439946
893,4600.0,4255.0,440536
894,4600.0,4255.0,441084
895,4600.0,4279.0,441675
896,2000.0,4253.0,442039
897,4600.0,4253.0,442586
898,2000.0,4227.0,442912
899,4600.0,4227.0,443503
900,4600.0,4227.0,444093
901,4600.0,4227.0,444684
902,3600.0,4217.0,445110
903,4600.0,4217.0,445657
904,4600.0,4217.0,446204
905,4600.0,4217.0,446751
906,4600.0,4217.0,447298
907,4600.0,4217.0,447845
908,4600.0,4217.0,448436
909,4600.0,4236.0,448984
910,4600.0,4236.0,449532
911,4600.0,4236.0,450123
912,5000.0,4240.0,450677
