episode,score,avg_score,avg_actor_loss,avg_critic_loss,avg_total_loss,steps  taken
0,1420.0,0,0,0,0,771
1,2180.0,1420.0,0,0,0,1808
2,2290.0,1800.0,-0.47168100737035273,15.076300922154061,7.066469453706681,2989
3,900.0,1963.3333333333333,-0.47168100737035273,15.076300922154061,7.066469453706681,3580
4,1410.0,1697.5,-0.5258375043049455,5.174837161630698,2.061581076510404,4419
5,800.0,1640.0,-0.5258375043049455,5.174837161630698,2.061581076510404,4965
6,1850.0,1500.0,-0.5258375043049455,5.174837161630698,2.061581076510404,5967
7,2580.0,1550.0,-1.6858744956552982,3.9938652456964356,0.3110581271929188,7166
8,2370.0,1678.75,-1.6858744956552982,3.9938652456964356,0.3110581271929188,8176
9,1730.0,1755.5555555555557,-2.3248414251953364,4.002785123972501,-0.3234488632090845,9293
10,2110.0,1753.0,-2.4539561178535223,3.9716814135137875,-0.46811541109662913,10274
11,3140.0,1785.4545454545455,-2.4539561178535223,3.9716814135137875,-0.46811541109662913,11841
12,1170.0,1898.3333333333333,-2.7159618441015483,3.629444044890269,-0.9012398216564147,12697
13,1770.0,1842.3076923076924,-2.7159618441015483,3.629444044890269,-0.9012398216564147,13809
14,1800.0,1837.142857142857,-2.513754643127322,3.2584150382103894,-0.884547124022127,14966
15,2160.0,1834.6666666666667,-2.6102619992569087,3.1262457014039358,-1.0471391485549404,16524
16,2090.0,1855.0,-2.6102619992569087,3.1262457014039358,-1.0471391485549404,17833
17,1150.0,1868.8235294117646,-2.3699413577094672,2.525671836443016,-1.1071054394879596,18642
18,1550.0,1828.888888888889,-2.3699413577094672,2.525671836443016,-1.1071054394879596,19528
19,1630.0,1814.2105263157894,-2.4755117712542414,2.7144985214160045,-1.1182625105462383,20559
20,2310.0,1805.0,-2.4755117712542414,2.7144985214160045,-1.1182625105462383,21696
21,2070.0,1829.047619047619,-2.5989252204075455,2.8075103838194946,-1.195170028497799,22648
22,1490.0,1840.0,-2.5989252204075455,2.8075103838194946,-1.195170028497799,23503
23,1680.0,1824.7826086956522,-2.5989252204075455,2.8075103838194946,-1.195170028497799,24394
24,1140.0,1818.75,-2.0166475982405245,3.8487157740612425,-0.09228971120990417,25178
25,2040.0,1791.6,-2.0166475982405245,3.8487157740612425,-0.09228971120990417,26279
26,2070.0,1801.1538461538462,-2.368098639510572,3.8936769908164997,-0.4212601441023214,27253
27,1420.0,1811.111111111111,-2.368098639510572,3.8936769908164997,-0.4212601441023214,28044
28,2550.0,1797.142857142857,-2.358574954606593,3.0509181661382514,-0.8331158715374677,29195
29,1000.0,1823.103448275862,-2.358574954606593,3.0509181661382514,-0.8331158715374677,29946
30,1130.0,1795.6666666666667,-2.4495754461735486,2.793961073146538,-1.05259490960028,30759
31,1970.0,1774.1935483870968,-2.4495754461735486,2.793961073146538,-1.05259490960028,31765
32,1400.0,1780.3125,-2.4495754461735486,2.793961073146538,-1.05259490960028,32460
33,1440.0,1768.7878787878788,-2.138442497886717,2.567584098570497,-0.854650448601468,33367
34,1740.0,1759.1176470588234,-2.138442497886717,2.567584098570497,-0.854650448601468,34226
35,1300.0,1758.5714285714287,-2.12486457163468,2.541281894531323,-0.8542236243690196,34912
36,2000.0,1745.8333333333333,-2.12486457163468,2.541281894531323,-0.8542236243690196,35939
37,1100.0,1752.7027027027027,-2.12486457163468,2.541281894531323,-0.8542236243690196,36618
38,900.0,1735.5263157894738,-2.188488552812487,2.935705185265376,-0.7206359601797979,37248
39,700.0,1714.1025641025642,-2.188488552812487,2.935705185265376,-0.7206359601797979,37802
40,700.0,1688.75,-2.188488552812487,2.935705185265376,-0.7206359601797979,38373
41,1100.0,1664.6341463414635,-1.5589612141251563,2.3486801574466405,-0.3846211354018348,39059
42,1500.0,1651.1904761904761,-1.5589612141251563,2.3486801574466405,-0.3846211354018348,39759
43,2170.0,1647.6744186046512,-1.5589612141251563,2.3486801574466405,-0.3846211354018348,40666
44,1620.0,1659.5454545454545,-1.9671454584226011,2.3023736565830384,-0.8159586301310819,41420
45,1110.0,1658.6666666666667,-1.9671454584226011,2.3023736565830384,-0.8159586301310819,42120
46,3140.0,1646.7391304347825,-2.0794881884008647,2.495145462785479,-0.8319154570081251,43539
47,1720.0,1678.5106382978724,-2.0794881884008647,2.495145462785479,-0.8319154570081251,44384
48,2120.0,1679.375,-1.9837432744912804,2.5026538804779124,-0.7324163342523222,45208
49,2160.0,1688.3673469387754,-1.9837432744912804,2.5026538804779124,-0.7324163342523222,46261
50,1530.0,1697.8,-1.7283533293753863,2.0776102414676823,-0.6895482086415459,47127
51,1690.0,1694.5098039215686,-1.7283533293753863,2.0776102414676823,-0.6895482086415459,48012
52,3320.0,1694.423076923077,-1.7283533293753863,2.0776102414676823,-0.6895482086415459,49146
53,2470.0,1725.0943396226414,-1.949791091121733,2.142687607081815,-0.8784472875808251,50103
54,2190.0,1738.888888888889,-1.945106076542288,2.287795194248678,-0.8012084794179488,51395
55,1230.0,1747.090909090909,-1.945106076542288,2.287795194248678,-0.8012084794179488,52464
56,500.0,1737.857142857143,-1.945106076542288,2.287795194248678,-0.8012084794179488,52996
57,2470.0,1716.140350877193,-1.24428130351007,3.2958152921727972,0.40362634257632835,53911
58,3580.0,1729.1379310344828,-2.2304975226521493,2.5505125276016267,-0.9552412588513362,55631
59,1230.0,1760.5084745762713,-2.2304975226521493,2.5505125276016267,-0.9552412588513362,56303
60,1460.0,1751.6666666666667,-2.2304975226521493,2.5505125276016267,-0.9552412588513362,57059
61,1980.0,1746.8852459016393,-1.6911254420876503,2.1219644785000162,-0.6301432028376429,57977
62,2330.0,1750.6451612903227,-1.6911254420876503,2.1219644785000162,-0.6301432028376429,58913
63,2280.0,1759.8412698412699,-1.6404467015527189,2.2869033724117123,-0.49699501534686286,59860
64,1860.0,1767.96875,-1.6404467015527189,2.2869033724117123,-0.49699501534686286,60788
65,4480.0,1769.3846153846155,-1.9205700131133199,2.0419795487581345,-0.8995802387342527,62405
66,1710.0,1810.4545454545455,-1.9205700131133199,2.0419795487581345,-0.8995802387342527,63226
67,2380.0,1808.955223880597,-2.278869296144694,2.1846830156034054,-1.1865277883429908,64283
68,1530.0,1817.3529411764705,-2.278869296144694,2.1846830156034054,-1.1865277883429908,65236
69,3650.0,1813.1884057971015,-1.8154945860616862,1.7452770604645658,-0.9428560558294035,66654
70,1520.0,1839.4285714285713,-1.8154945860616862,1.7452770604645658,-0.9428560558294035,67425
71,1770.0,1834.9295774647887,-1.5485870385542513,1.9279215934863205,-0.5846262418110905,68626
72,1540.0,1834.0277777777778,-1.5485870385542513,1.9279215934863205,-0.5846262418110905,69412
73,1310.0,1830.0,-1.5707730364054442,2.516622976108321,-0.3124615483512837,70097
74,2450.0,1822.972972972973,-1.5707730364054442,2.516622976108321,-0.3124615483512837,71593
75,2000.0,1831.3333333333333,-1.9424426081590354,1.6282862557461493,-1.1282994802859607,72573
76,2220.0,1833.5526315789473,-1.9424426081590354,1.6282862557461493,-1.1282994802859607,73575
77,2670.0,1838.5714285714287,-1.82761904085055,1.939714117215767,-0.8577619822426665,74527
78,3480.0,1849.2307692307693,-2.0932309975847603,1.6618055459270504,-1.262328224621235,75834
79,4070.0,1869.873417721519,-2.0932309975847603,1.6618055459270504,-1.262328224621235,77026
80,2180.0,1897.375,-1.9461255325004458,1.8452217519132763,-1.0235146565438074,77947
81,2570.0,1900.8641975308642,-1.9461255325004458,1.8452217519132763,-1.0235146565438074,79045
82,900.0,1909.0243902439024,-1.9461255325004458,1.8452217519132763,-1.0235146565438074,79710
83,3850.0,1896.867469879518,-1.5275511332787572,1.8249433363493668,-0.6150794651040739,81147
84,2570.0,1920.1190476190477,-2.110637700930238,1.725588520375263,-1.2478434407426053,82227
85,2530.0,1927.764705882353,-2.110637700930238,1.725588520375263,-1.2478434407426053,83247
86,4070.0,1934.7674418604652,-1.9200106378644706,1.5924358006719053,-1.123792737528518,84578
87,3250.0,1959.3103448275863,-1.9200106378644706,1.5924358006719053,-1.123792737528518,85806
88,1770.0,1973.9772727272727,-2.4221211739815773,2.1293853933803994,-1.3574284772913778,86692
89,1830.0,1971.685393258427,-2.4221211739815773,2.1293853933803994,-1.3574284772913778,87528
90,1860.0,1970.111111111111,-1.9638444700278341,2.1385501864848466,-0.8945693767854106,88394
91,1860.0,1968.901098901099,-1.9638444700278341,2.1385501864848466,-0.8945693767854106,89224
92,3300.0,1967.7173913043478,-1.7862251553684474,1.6812485748490804,-0.945600867943908,90635
93,2590.0,1982.0430107526881,-1.7862251553684474,1.6812485748490804,-0.945600867943908,91975
94,2290.0,1988.5106382978724,-1.9433730598539114,1.8222872870561684,-1.0322294163258274,92987
95,3330.0,1991.6842105263158,-2.0074020586907864,2.0352067664171285,-0.9897986754822228,94311
96,2460.0,2005.625,-2.0074020586907864,2.0352067664171285,-0.9897986754822228,95227
97,3220.0,2010.3092783505156,-1.6341653875075282,1.8203776560675884,-0.7239765594737333,96458
98,2020.0,2022.6530612244899,-1.6341653875075282,1.8203776560675884,-0.7239765594737333,97437
99,2890.0,2022.6262626262626,-1.802170758508146,2.0073931312128566,-0.7984741929017164,98738
