episode,score,avg_score,avg_actor_loss,avg_critic_loss,avg_total_loss,steps  taken
0,1400.0,0,0,0,0,596
1,1500.0,1400.0,0,0,0,1176
2,1300.0,1450.0,0,0,0,1725
3,2000.0,1400.0,-1.67096799723804,1.2670255576125178,-1.037455218431781,2441
4,1500.0,1550.0,-1.67096799723804,1.2670255576125178,-1.037455218431781,3049
5,1000.0,1540.0,-1.67096799723804,1.2670255576125178,-1.037455218431781,3563
6,1000.0,1450.0,-1.67096799723804,1.2670255576125178,-1.037455218431781,4078
7,2100.0,1385.7142857142858,-1.6707205838523804,1.359335246722395,-0.991052960491183,4821
8,1000.0,1475.0,-1.6707205838523804,1.359335246722395,-0.991052960491183,5327
9,600.0,1422.2222222222222,-1.6707205838523804,1.359335246722395,-0.991052960491183,5809
10,1500.0,1340.0,-1.5984616242349148,1.3897138273300924,-0.9036047105698687,6415
11,1500.0,1354.5454545454545,-1.5984616242349148,1.3897138273300924,-0.9036047105698687,7056
12,1100.0,1366.6666666666667,-1.5984616242349148,1.3897138273300924,-0.9036047105698687,7634
13,1000.0,1346.1538461538462,-1.5984616242349148,1.3897138273300924,-0.9036047105698687,8167
14,1500.0,1321.4285714285713,-1.5926436951383949,1.2622168681328039,-0.9615352610719924,8780
15,2000.0,1333.3333333333333,-1.5926436951383949,1.2622168681328039,-0.9615352610719924,9501
16,1500.0,1375.0,-1.5926436951383949,1.2622168681328039,-0.9615352610719924,10120
17,1500.0,1382.3529411764705,-1.8138257818296553,1.1409551797017057,-1.2433481919788016,10683
18,1500.0,1388.888888888889,-1.8138257818296553,1.1409551797017057,-1.2433481919788016,11296
19,1700.0,1394.7368421052631,-1.8138257818296553,1.1409551797017057,-1.2433481919788016,11979
20,500.0,1410.0,-1.7629994720220565,1.398431409683791,-1.063783767180162,12426
21,1000.0,1366.6666666666667,-1.7629994720220565,1.398431409683791,-1.063783767180162,12973
22,1900.0,1350.0,-1.7629994720220565,1.398431409683791,-1.063783767180162,13649
