episode,score,avg_score,avg_actor_loss,avg_critic_loss,avg_total_loss,steps  taken
0,1290.0,0,0,0,0,773
1,1330.0,1290.0,0,0,0,1598
2,2160.0,1310.0,-3.78401948697865,8.356571545054116,0.394266285548409,2694
3,700.0,1593.3333333333333,-3.78401948697865,8.356571545054116,0.394266285548409,3269
4,2020.0,1370.0,-3.619181014224887,2.6752813602539196,-2.2815403340979272,4385
5,1710.0,1500.0,-3.619181014224887,2.6752813602539196,-2.2815403340979272,5191
6,820.0,1535.0,-3.619181014224887,2.6752813602539196,-2.2815403340979272,5921
7,2460.0,1432.857142857143,-3.807805594429374,2.280325702226815,-2.667642743315966,6972
8,2560.0,1561.25,-3.807805594429374,2.280325702226815,-2.667642743315966,7933
9,1210.0,1672.2222222222222,-3.7918398182839157,2.7926008570309335,-2.395539389768449,8736
10,1790.0,1626.0,-3.7918398182839157,2.7926008570309335,-2.395539389768449,9696
11,1950.0,1640.909090909091,-3.62865991871804,1.9218411283740022,-2.6677393545310397,10661
12,500.0,1666.6666666666667,-3.62865991871804,1.9218411283740022,-2.6677393545310397,11196
13,1450.0,1576.923076923077,-3.62865991871804,1.9218411283740022,-2.6677393545310397,12205
14,920.0,1567.857142857143,-3.3564036096446217,2.1845202154536447,-2.264143501917799,12957
15,1230.0,1524.6666666666667,-3.3564036096446217,2.1845202154536447,-2.264143501917799,13853
16,1720.0,1506.25,-3.5753066752105953,2.1875981685702643,-2.481507590925463,14923
17,940.0,1518.8235294117646,-3.5753066752105953,2.1875981685702643,-2.481507590925463,15799
18,1830.0,1486.6666666666667,-3.129058294650167,2.0716438408372926,-2.0932363742315205,17321
19,1430.0,1504.7368421052631,-3.129058294650167,2.0716438408372926,-2.0932363742315205,17977
20,700.0,1501.0,-3.1721304720267653,2.2714161867284255,-2.036422378662553,18663
21,1430.0,1462.857142857143,-3.1721304720267653,2.2714161867284255,-2.036422378662553,19560
22,1690.0,1461.3636363636363,-3.300119077693671,2.3564763395670747,-2.1218809079101346,20607
23,1300.0,1471.304347826087,-3.300119077693671,2.3564763395670747,-2.1218809079101346,21272
24,1960.0,1464.1666666666667,-3.300119077693671,2.3564763395670747,-2.1218809079101346,22208
25,600.0,1484.0,-3.1517458256334066,2.070756437079345,-2.1163676070937347,22857
26,860.0,1450.0,-3.1517458256334066,2.070756437079345,-2.1163676070937347,23528
27,910.0,1428.148148148148,-3.1517458256334066,2.070756437079345,-2.1163676070937347,24312
28,900.0,1409.642857142857,-3.0231742643751205,1.8842446597039468,-2.0810519345231477,25027
29,1400.0,1392.0689655172414,-3.0231742643751205,1.8842446597039468,-2.0810519345231477,25838
30,1680.0,1392.3333333333333,-3.039147641323507,1.921540077631052,-2.07837760250798,26844
31,1320.0,1401.6129032258063,-3.039147641323507,1.921540077631052,-2.07837760250798,27624
32,1200.0,1399.0625,-3.039147641323507,1.921540077631052,-2.07837760250798,28424
33,1000.0,1393.030303030303,-3.0682098077610136,1.9276367849835379,-2.104391415269244,29240
34,1450.0,1381.4705882352941,-3.0682098077610136,1.9276367849835379,-2.104391415269244,30323
35,1210.0,1383.4285714285713,-3.005114549398422,1.9119565853947051,-2.049136256701071,31227
36,1720.0,1378.611111111111,-3.005114549398422,1.9119565853947051,-2.049136256701071,32087
37,1260.0,1387.837837837838,-2.770331038814038,2.0962428317770367,-1.72220962292552,32979
38,2490.0,1384.4736842105262,-2.770331038814038,2.0962428317770367,-1.72220962292552,34174
39,1720.0,1412.820512820513,-2.9980996850878,1.9821207121368425,-2.0070393290193786,34933
40,1920.0,1420.5,-2.9980996850878,1.9821207121368425,-2.0070393290193786,35859
41,1780.0,1432.6829268292684,-2.863309610635042,2.0735129046603236,-1.8265531583048802,37060
42,1840.0,1440.952380952381,-2.863309610635042,2.0735129046603236,-1.8265531583048802,37987
43,1850.0,1450.2325581395348,-2.863309610635042,2.0735129046603236,-1.8265531583048802,38890
44,1710.0,1459.3181818181818,-3.122057113237679,1.7979895353713453,-2.223062345552006,39689
45,900.0,1464.888888888889,-3.122057113237679,1.7979895353713453,-2.223062345552006,40308
46,1200.0,1452.608695652174,-2.790448531974107,1.9938304756360636,-1.793533294156076,41082
47,2160.0,1447.2340425531916,-2.790448531974107,1.9938304756360636,-1.793533294156076,42141
48,1310.0,1462.0833333333333,-2.790448531974107,1.9938304756360636,-1.793533294156076,42834
49,1480.0,1458.9795918367347,-2.670083024352789,1.8647080388955952,-1.7377290049049925,43506
50,1650.0,1459.4,-2.670083024352789,1.8647080388955952,-1.7377290049049925,44414
51,1100.0,1463.137254901961,-2.5974121411330997,1.8751271336080297,-1.659848574329084,45066
52,1350.0,1456.1538461538462,-2.5974121411330997,1.8751271336080297,-1.659848574329084,45896
53,1740.0,1454.1509433962265,-2.5974121411330997,1.8751271336080297,-1.659848574329084,46644
54,3040.0,1459.4444444444443,-2.4676793990656734,1.6945275608088255,-1.62041561866126,47715
55,1790.0,1488.1818181818182,-2.4676793990656734,1.6945275608088255,-1.62041561866126,48628
56,2100.0,1493.5714285714287,-2.537700128555298,1.5858204063511916,-1.7447899253797021,49539
57,1300.0,1504.2105263157894,-2.537700128555298,1.5858204063511916,-1.7447899253797021,50481
58,1740.0,1500.6896551724137,-2.051505027152598,1.6908551838472725,-1.2060774352289623,51454
59,1410.0,1504.7457627118645,-2.051505027152598,1.6908551838472725,-1.2060774352289623,52356
60,1900.0,1503.1666666666667,-2.051505027152598,1.6908551838472725,-1.2060774352289623,53161
61,1640.0,1509.672131147541,-2.0680011016316713,1.5449734925759737,-1.2955143553436839,54374
62,1730.0,1511.774193548387,-2.0680011016316713,1.5449734925759737,-1.2955143553436839,55208
63,2080.0,1515.2380952380952,-1.9881946368142962,1.5107577466667856,-1.2328157634809052,56357
64,1720.0,1524.0625,-1.9881946368142962,1.5107577466667856,-1.2328157634809052,57104
65,1300.0,1527.076923076923,-1.987904293090105,1.9378053515475742,-1.019001617316317,57765
66,1420.0,1523.6363636363637,-1.987904293090105,1.9378053515475742,-1.019001617316317,58628
67,1400.0,1522.089552238806,-1.8817394939251244,1.3742652503259871,-1.19460686876213,59421
68,2090.0,1520.2941176470588,-1.8817394939251244,1.3742652503259871,-1.19460686876213,60276
69,2060.0,1528.5507246376812,-1.8817394939251244,1.3742652503259871,-1.19460686876213,61407
70,3730.0,1536.142857142857,-2.480008340673521,1.7051635709356077,-1.6274265552057177,62850
71,1220.0,1567.0422535211267,-2.5671612148173155,1.6630123912200645,-1.7356550192072828,63521
72,1780.0,1562.2222222222222,-2.5671612148173155,1.6630123912200645,-1.7356550192072828,64571
73,2030.0,1565.2054794520548,-2.5671612148173155,1.6630123912200645,-1.7356550192072828,65509
74,1840.0,1571.4864864864865,-2.199931807257235,1.4037553579974025,-1.4980541282585333,66443
75,1910.0,1575.0666666666666,-2.610118650551885,1.7285430924600373,-1.7458471043218673,67719
76,1500.0,1579.4736842105262,-2.610118650551885,1.7285430924600373,-1.7458471043218673,68487
77,2490.0,1578.4415584415585,-2.610118650551885,1.7285430924600373,-1.7458471043218673,69606
78,2210.0,1590.128205128205,-2.5905381914228203,1.4314688392635135,-1.874803771791062,70735
79,1500.0,1597.9746835443038,-2.5905381914228203,1.4314688392635135,-1.874803771791062,71468
80,2330.0,1596.75,-2.507090707309544,1.5216506530251273,-1.7462653807969795,72611
